tox_cas_edf_id,tox_chemical_name,tox_recognized,tox_suspected
11141-16-5,AROCLOR 1232,"cancer,developmental",
11141-17-6,Azadirachtin,,endocrine
1116-54-7,N-NITROSODIETHANOLAMINE,cancer,"respiratory,skin sense"
111984-09-9,"3,3'-DIMETHOXYBENZIDINE HYDROCHLORIDE(O-DIANISIDINE HYDROCHLORIDE)",,cancer
112-07-2,2-BUTOXYETHANOL ACETATE,,"kidney,neurotoxicity,reproductive"
112-24-3,"1,2-ETHANEDIAMINE, N,N'-BIS(2-AMINOETHYL)-",,"developmental,immunotoxicity,respiratory,skin sense"
112-25-4,2-(HEXYLOXY)ETHANOL,,"gastrointestinal liver,respiratory"
112-27-6,TRIETHYLENE GLYCOL,,developmental
112-34-5,DIETHYLENE GLYCOL MONOBUTYL ETHER,,"cardiovascular blood,kidney,neurotoxicity,reproductive"
112-49-2,TRIETHYLENE GLYCOL DIMETHYL ETHER,,"developmental,reproductive"
112-55-0,1-DODECANETHIOL,,"immunotoxicity,respiratory,skin sense"
112-56-1,LETHANE,,"cardiovascular blood,gastrointestinal liver"
112-57-2,"1,11-DIAMINO-3,6,9-TRIAZAUNDECANE",,"immunotoxicity,skin sense"
1120-71-4,PROPANE SULTONE,cancer,"cardiovascular blood,neurotoxicity,respiratory,skin sense"
1122-60-7,NITROCYCLOHEXANE,,neurotoxicity
112281-77-3,Tetraconazole,,cancer
1125,ISOCYANATES,,"immunotoxicity,reproductive,respiratory,skin sense"
1128,INORGANIC LEAD COMPOUNDS,"cancer,developmental,reproductive",kidney
113-02-6,OMETHOATE,,"immunotoxicity,neurotoxicity,skin sense"
113-45-1,methylphenidate and its hydrochloride (Ritalin),,neurotoxicity
113-48-4,MGK-264,,cancer
1131-18-6,"1H-Pyrazol-5-amine, 3-methyl-1-phenyl-",,neurotoxicity
1134-04-9,"PYRIDINE, 2,3,4,5-TETRACHLORO-6-(TRICHLOROMETHYL)-",,neurotoxicity
1134-23-2,CYCLOATE,developmental,neurotoxicity
1136,MINERAL FIBERS,,"cancer,respiratory"
113852-37-2,Cidofovir,"cancer,developmental,reproductive",
114-26-1,PROPOXUR,,"cancer,cardiovascular blood,neurotoxicity,reproductive"
114369-43-6,FENBUCONAZOLE (FENETHANIL),,"cancer,endocrine"
1146,NICKEL REFINERY DUST,cancer,
115-02-6,AZASERINE,cancer,
115-07-1,PROPYLENE,,respiratory
115-09-3,METHYL MERCURY CHLORIDE,"cancer,developmental","cardiovascular blood,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity"
115-25-3,OCTAFLUOROCYCLOBUTANE,,cardiovascular blood
115-26-4,DIMEFOX,,"gastrointestinal liver,neurotoxicity,respiratory"
115-28-6,CHLORENDIC ACID,cancer,gastrointestinal liver
115-29-7,ENDOSULFAN,,"cardiovascular blood,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
115-32-2,DICOFOL,,"cancer,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,skin sense"
115-67-3,PARAMETHADIONE,developmental,kidney
115-77-5,"1,3-PROPANEDIOL, 2,2-BIS(HYDROXYMETHYL)-",,"gastrointestinal liver,neurotoxicity"
115-86-6,TRIPHENYL PHOSPHATE,,"immunotoxicity,neurotoxicity,skin sense"
115-90-2,DASANIT,,neurotoxicity
115-95-7,"1,6-OCTADIEN-3-OL, 3,7-DIMETHYL-, ACETATE",,neurotoxicity
115-96-8,TRIS(2-CHLOROETHYL) PHOSPHATE,cancer,"gastrointestinal liver,kidney,reproductive"
1154-59-2,Tetrachlorosalicylanilide,,"immunotoxicity,skin sense"
116-06-3,ALDICARB,,"endocrine,neurotoxicity,reproductive"
116-14-3,"1,1,2,2-TETRAFLUOROETHYLENE",cancer,"gastrointestinal liver,kidney,neurotoxicity"
116-53-0,2-METHYBUTYRIC ACID,,gastrointestinal liver
1163-19-5,DECABROMODIPHENYL OXIDE,,"cancer,developmental"
116355-83-0,Fumonisin B1,cancer,
1165,RADIONUCLIDES,cancer,developmental
117-08-8,"1,3-DIOXY-4,5,6,7-TETRACHLOROISOBENZOFURAN",,respiratory
117-10-2,"DANTRON (CHRYSAZIN; 1,8-DIHYDROXYANTHRAQUINONE)",cancer,gastrointestinal liver
117-18-0,TECNAZENE,,"immunotoxicity,skin sense"
117-37-3,ANISINDIONE,developmental,
117-79-3,2-AMINOANTHRAQUINONE,cancer,"cardiovascular blood,gastrointestinal liver"
117-81-7,BIS(2-ETHYLHEXYL)PHTHALATE,"cancer,developmental,reproductive","endocrine,gastrointestinal liver,respiratory,skin sense"
117-84-0,DI-N-OCTYL PHTHALATE,,"endocrine,gastrointestinal liver"
1172-18-5,FLURAZEPAM HYDROCHLORIDE,developmental,
117337-19-6,Fluthiacet-methyl (Action),,cancer
1175,SILICA,cancer,"gastrointestinal liver,kidney,respiratory"
117718-60-2,THIAZOPYR (MON 13200),,"cancer,endocrine"
118-52-5,"1,3-DICHLORO-5,5-DIMETHYL-HYDANTOIN",,"neurotoxicity,respiratory"
118-74-1,HEXACHLOROBENZENE,"cancer,developmental","cardiovascular blood,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,reproductive,skin sense"
118-75-2,"1,4-BENZOQUINONE, 2,3,5,6-TETRACHLORO-",,gastrointestinal liver
118-96-7,"2,4,6-TRINITROTOLUENE",,"cancer,cardiovascular blood,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
1184-57-2,HYDROXYMETHYL MERCURY,"cancer,developmental",neurotoxicity
1189-85-1,TERT-BUTYL CHROMATE,cancer,"immunotoxicity,kidney,respiratory,skin sense"
119-06-2,"1,2-BENZENEDICARBOXYLIC ACID, DITRIDECYL ESTER",,endocrine
119-12-0,Pyridaphenthion,,"gastrointestinal liver,kidney,skin sense"
119-34-6,4-Amino-2-nitrophenol,cancer,
119-36-8,WINTERGREEN OIL,,"cardiovascular blood,gastrointestinal liver,neurotoxicity,reproductive,respiratory"
119-61-9,ALPHA-OXODIPHENYLMETHANE,,"cardiovascular blood,endocrine,gastrointestinal liver,skin sense"
119-64-2,"1,2,3,4-TETRAHYDRONAPHTHALENE",,"cardiovascular blood,neurotoxicity"
119-84-6,"3,4-DIHYDROCOUMARIN",,"cancer,gastrointestinal liver,neurotoxicity"
119-90-4,"3,3'-DIMETHOXYBENZIDINE",cancer,respiratory
119-93-7,"(1,1'-BIPHENYL)-4,4'-DIAMINE, 3,3'-DIMETHYL-",cancer,
1190,TALC CONTAINING ASBESTIFORM FIBERS,cancer,
1194-65-6,DICHLOBENIL,,"cancer,skin sense"
119446-68-3,DIFENOCONAZOLE (DIVIDEND),,cancer
120-12-7,ANTHRACENE,,"endocrine,gastrointestinal liver,skin sense"
120-32-1,ORTHO-BENZYL-P-CHLOROPHENOL,,"cancer,cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,skin sense"
120-36-5,"2,4-DP",,"developmental,neurotoxicity"
120-51-4,"BENZOIC ACID, PHENYLMETHYL ESTER",,neurotoxicity
120-58-1,ISOSAFROLE,cancer,
120-71-8,P-CRESIDINE,cancer,"gastrointestinal liver,kidney"
120-80-9,CATECHOL,cancer,"cardiovascular blood,gastrointestinal liver,immunotoxicity,neurotoxicity,skin sense"
120-82-1,"1,2,4-TRICHLOROBENZENE",,"cancer,developmental,neurotoxicity"
120-83-2,"2,4-DICHLOROPHENOL",,"cardiovascular blood,endocrine,immunotoxicity"
120-97-8,DICHLORPHENAMIDE,developmental,
12001-26-2,MICA,,"gastrointestinal liver,respiratory"
12001-29-5,CHRYSOTILE ASBESTOS,,respiratory
12001-79-5,VLTAMIN K  (WATER-SOLUBLE ANALOGS OF),,cardiovascular blood
120068-37-3,FIPRONIL,,"cancer,endocrine"
12035-36-8,NICKEL DIOXIDE,cancer,"immunotoxicity,skin sense"
12035-72-2,NICKEL SUBSULFIDE,cancer,"immunotoxicity,respiratory,skin sense"
12054-48-7,NICKEL (II) HYDROXIDE,cancer,"immunotoxicity,skin sense"
1206,WOOD PRESERVATIVES (CONTAINING ARSENIC & CHROMATE),,"cancer,developmental,reproductive"
12070-08-5,TITANIUM CARBIDE,,respiratory
12070-12-1,TUNGSTEN CARBIDE,,"immunotoxicity,respiratory,skin sense"
12079-65-1,"MANGANESE, CYCLOPENTADIENYL-TRICARBONYL",,neurotoxicity
121-14-2,"2,4-DINITROTOLUENE","cancer,reproductive","cardiovascular blood,gastrointestinal liver,neurotoxicity"
121-17-5,4-chloro-3-nitrobenzotrifluoride,,neurotoxicity
121-33-5,2-METHOXY-4-FORMYLPHENOL,,"gastrointestinal liver,neurotoxicity"
121-44-8,TRIETHYLAMINE,,"immunotoxicity,neurotoxicity,respiratory,skin sense"
121-45-9,TRIMETHYL PHOSPHITE,,"respiratory,skin sense"
121-54-0,BENZETHONIUM CHLORIDE,,"endocrine,skin sense"
121-60-8,4'-(CHLOROSULFONYL)ACETANILIDE,,neurotoxicity
121-69-7,"N,N-DIMETHYLANILINE",,"cardiovascular blood,endocrine,gastrointestinal liver,kidney,neurotoxicity"
121-75-5,MALATHION,,"cardiovascular blood,endocrine,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,respiratory,skin sense"
121-82-4,CYCLONITE,,"cancer,gastrointestinal liver,neurotoxicity,reproductive"
121-92-6,M-NITROBENZOIC ACID,,reproductive
12108-13-3,"MANGANESE, TRICARBONYL METHYLCYCLOPENTADIENYL",,"neurotoxicity,respiratory"
121181-53-1,FILGRASTIM,developmental,
12122-67-7,ZINEB,,"endocrine,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,skin sense"
12125-02-9,AMMONIUM CHLORIDE FUME,,cardiovascular blood
12125-56-3,NICKEL (III) HYDROXIDE,cancer,
12126-59-9,premarin,,"cardiovascular blood,gastrointestinal liver"
1214-39-7,BENZYLADENINE,,"neurotoxicity,skin sense"
12172-73-5,AMOSITE ASBESTOS,,respiratory
12174-11-7,ATTAPULGITE,cancer,
121776-33-8,FURILAZOLE,,cancer
122-09-8,"1,1-DIMETHYL-2-PHENYLETHYLAMINE",,neurotoxicity
122-14-5,FENITROTHION,,"cardiovascular blood,endocrine,gastrointestinal liver,neurotoxicity,respiratory"
122-19-0,2B,,"gastrointestinal liver,neurotoxicity"
122-20-3,"1,1',1''-NITRILOTRI-2-PROPANOL",,"gastrointestinal liver,kidney,neurotoxicity"
122-34-9,SIMAZINE,,"cancer,cardiovascular blood,endocrine,gastrointestinal liver,kidney,neurotoxicity"
122-39-4,DIPHENYLAMINE,,"cardiovascular blood,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
122-52-1,"ETHYL PHOSPHITE, (ETO)3P",,"gastrointestinal liver,neurotoxicity,respiratory"
122-60-1,PHENYL GLYCIDYL ETHER,cancer,"immunotoxicity,neurotoxicity,respiratory,skin sense"
122-66-7,"1,2-DIPHENYLHYDRAZINE",cancer,"cardiovascular blood,gastrointestinal liver"
122-99-6,1-HYDROXY-2-PHENOXYETHANE,,"developmental,reproductive"
123-07-9,1-ETHYL-4-HYDROXYBENZENE,,endocrine
123-09-1,1-CHLORO-4-(METHYLTHIO)BENZENE,,"gastrointestinal liver,kidney,neurotoxicity,respiratory"
123-11-5,4-ANISALDEHYDE,,neurotoxicity
123-19-3,DIPROPYL KETONE,,neurotoxicity
123-30-8,1-AMINO-4-HYDROXYBENZENE,,"cardiovascular blood,immunotoxicity,kidney,respiratory,skin sense"
123-31-9,HYDROQUINONE,,"cancer,cardiovascular blood,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,respiratory,skin sense"
123-38-6,PROPIONALDEHYDE,,neurotoxicity
123-39-7,EK 7011,,developmental
123-42-2,DIACETONE ALCOHOL,,"gastrointestinal liver,neurotoxicity,respiratory,skin sense"
123-51-3,3-METHYLBUTANOL,,"cardiovascular blood,neurotoxicity,respiratory,skin sense"
123-56-8,SUCCINIMIDE,,kidney
123-61-5,"BENZENE-1,3-DIISOCYANATE",,respiratory
123-63-7,PARALDEHYDE,,neurotoxicity
123-72-8,BUTYRALDEHYDE,,"respiratory,skin sense"
123-73-9,"CROTONALDEHYDE, (E)-",,"cancer,neurotoxicity,respiratory,skin sense"
123-75-1,PYRROLIDINE,,"cardiovascular blood,neurotoxicity"
123-77-3,"1,1'-AZOBIS(FORMAMIDE)",,"gastrointestinal liver,immunotoxicity,respiratory,skin sense"
123-86-4,N-BUTYL ACETATE,,"gastrointestinal liver,neurotoxicity,respiratory,skin sense"
123-88-6,"Mercury, chloro(2-methoxyethyl)-",,"gastrointestinal liver,neurotoxicity"
123-91-1,"1,4-DIOXANE",cancer,"cardiovascular blood,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
123-92-2,ISOAMYL ACETATE,,neurotoxicity
123312-89-0,Pymetrozine,,cancer
123343-16-8,PYRITHIOBAC-SODIUM,,cancer
123748-85-6,"8,9-DINORBORN-5-ENE-2,3-DICARBOXYLIC ANHYDRIDE",,immunotoxicity
1239-45-8,ETHIDIUM BROMIDE,,"neurotoxicity,reproductive"
124-02-7,Diallylamine,,"respiratory,skin sense"
124-17-4,2-(2-BUTOXYETHOXY)ETHANOL ACETATE,,neurotoxicity
124-22-1,1-AMINODODECANE,,gastrointestinal liver
124-30-1,1-AMINOOCTADECANE,,neurotoxicity
124-38-9,CARBON DIOXIDE,,"developmental,neurotoxicity,reproductive,respiratory"
124-40-3,DIMETHYLAMINE,,"cardiovascular blood,gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
124-48-1,CHLORODIBROMOMETHANE,,"cancer,cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity"
124-63-0,METHANE SULFONYL CHLORIDE,,"kidney,skin sense"
124-68-5,"1,1-DIMETHYL-2-HYDROXYETHYLAMINE",,"neurotoxicity,respiratory"
124-73-2,DIBROMOTETRAFLUOROETHANE [HALON 2402],,cardiovascular blood
124-87-8,PICROTOXIN,,"gastrointestinal liver,neurotoxicity"
12427-38-2,MANEB,cancer,"developmental,endocrine,immunotoxicity,neurotoxicity,reproductive,skin sense"
124737-31-1,"BENZENEDIAZONIUM, 4-(DIMETHYLAMINO)-, SALT WITH 2-HYDROXY-5-SULFOBENZOIC ACID (1:1)",,kidney
125-02-0,prednisolone sodium phosphate,developmental,
125-33-7,primidone,cancer,neurotoxicity
125-84-8,AMINOGLUTETHIMIDE,developmental,"cardiovascular blood,respiratory"
12510-42-8,OREGON ERIONITE,cancer,
12542-36-8,GOSSYPOL ACETIC ACID,,"neurotoxicity,reproductive"
126-07-8,GRISEOFULVIN,cancer,developmental
126-13-6,"6-O-ACETYL-1,3,4-TRIS-O-(2-METHYL-1-OXOPROPYL)-BETA-D-FRUCTOFURAN- OSYL ALPHA-D-GLUCOPYRANOSIDE 6-ACETATE 2,3,4-TRIS(2-METHYLPROPANOATE)",,"gastrointestinal liver,neurotoxicity"
126-33-0,"1,1-DIOXIDETETRAHYDROTHIOFURAN",,cardiovascular blood
126-72-7,"TRIS(2,3-DIBROMOPROPYL) PHOSPHATE",cancer,"developmental,gastrointestinal liver,kidney,neurotoxicity,reproductive"
126-73-8,TRIBUTYL PHOSPHATE,,"kidney,neurotoxicity"
126-85-2,NITROGEN MUSTARD N-OXIDE,cancer,
126-98-7,METHACRYLONITRILE,,"gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
126-99-8,"2-CHLOR-1,3-BUTADIENE",cancer,"cardiovascular blood,developmental,endocrine,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,respiratory,skin sense"
126535-15-7,TRIFLUSULFURON-METHYL,,cancer
12672-29-6,AROCLOR 1248,"cancer,developmental","endocrine,gastrointestinal liver"
12674-11-2,AROCLOR 1016,"cancer,developmental",
127-07-1,HYDROXYUREA,developmental,cardiovascular blood
127-18-4,TETRACHLOROETHYLENE,cancer,"developmental,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory,skin sense"
127-19-5,DIMETHYLACETAMIDE,,"gastrointestinal liver,neurotoxicity,skin sense"
127-33-3,DEMECLOCYCLINE,,"endocrine,immunotoxicity,kidney,skin sense"
127-47-9,RETINOL ACETATE,,cardiovascular blood
127-48-0,TRIMETHADIONE,developmental,kidney
127-65-1,SODIUM-P-TOLUENESULPHONCHLORAMIDE,,"immunotoxicity,respiratory,skin sense"
12709-98-7,LEAD-MOLYBDENUM CHROMATE,"cancer,developmental,reproductive",
1271-28-9,NICKELOCENE,cancer,
12767-79-2,Aroclor (unspecified),"cancer,developmental",
12770-50-2,BERYLLIUM ALUMINUM ALLOY,cancer,
128-03-0,POTASSIUM DIMETHYLDITHIOCARBAMATE,developmental,neurotoxicity
128-04-1,SODIUM DIMETHYLDITHIOCARBAMATE,developmental,"cancer,neurotoxicity"
128-37-0,"2,6-DI-TERT-BUTYL-P-CRESOL",,"gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
128714-76-1,"3,6-Dinitrobenzo[a]pyrene",,cancer
129-00-0,PYRENE,,"neurotoxicity,skin sense"
129-06-6,WARFARIN SODIUM,developmental,"cardiovascular blood,neurotoxicity,skin sense"
129-15-7,2-METHYL-1-NITROANTHRAQUINONE (OF UNCERTAIN       PURITY),cancer,
129-20-4,OXYPHENBUTAZONE,,"cardiovascular blood,endocrine,gastrointestinal liver,neurotoxicity,skin sense"
129-43-1,1-Hydroxyanthraquinone,,cancer
129897-16-1,BUTANOLER,,neurotoxicity
130-15-4,"1,4-DIHYDRO-1,4-DIKETONAPHTHALENE",,"cardiovascular blood,gastrointestinal liver,neurotoxicity"
130-26-7,CLIOQUINOL,,"gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,skin sense"
130-95-0,QUININE,,"cardiovascular blood,gastrointestinal liver,skin sense"
1300-21-6,DICHLOROETHANE,cancer,
1300-71-6,XYLENOL,,"cardiovascular blood,gastrointestinal liver"
1300-73-8,AMINODIMETHYLBENZENE,,cardiovascular blood
130014-35-6,ETHYLCYCLOHEXYLGLYCIDYL ETHER,,"immunotoxicity,skin sense"
13010-47-4,1-(2-CHLOROETHYL)-3-CYCLOHEXYL-1-NITROSOUREA,"cancer,developmental","cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity"
1302-52-9,BERYL ORE,,cancer
13029-08-8,"2,2'-DICHLOROBIPHENYL (PCB-4)","cancer,developmental",
1303-00-0,GALLIUM ARSENIDE,"cancer,developmental","cardiovascular blood,immunotoxicity,neurotoxicity"
1303-28-2,ARSENIC PENTOXIDE,"cancer,developmental","cardiovascular blood,neurotoxicity"
1303-32-8,ARSENIC DISULFIDE,"cancer,developmental",
1303-33-9,ARSENIC TRISULFIDE,"cancer,developmental","gastrointestinal liver,neurotoxicity,respiratory"
1303-96-4,"BORATES,TETRA,SODIUM SALTS",,"cardiovascular blood,endocrine,gastrointestinal liver,neurotoxicity"
1304-56-9,BERYLLIUM OXIDE,cancer,"immunotoxicity,respiratory"
13048-33-4,"1,6-HEXAMETHYLENE DIACRYLATE",,"immunotoxicity,skin sense"
1305-62-0,CALCIUM HYDROXIDE,,skin sense
1305-78-8,CALCIUM OXIDE,,skin sense
1306-19-0,CADMIUM OXIDE,cancer,"cardiovascular blood,kidney,respiratory,skin sense"
1306-23-6,CADMIUM SULFIDE,cancer,
1307-96-6,COBALT [II] OXIDE,cancer,"immunotoxicity,respiratory,skin sense"
13071-79-9,TERBUFOS,,neurotoxicity
1309-37-1,IRON OXIDE FUME,,respiratory
1309-48-4,MAGNESIUM OXIDE,,neurotoxicity
1309-60-0,LEAD DIOXIDE,"cancer,developmental,reproductive",
1309-64-4,ANTIMONY TRIOXIDE,cancer,"gastrointestinal liver,respiratory"
131-11-3,DIMETHYL PHTHALATE,,"immunotoxicity,neurotoxicity,respiratory,skin sense"
131-16-8,DIPROPYL PHTHALATE,,"endocrine,reproductive"
131-17-9,"1,2-BENZENEDICARBOXYLIC ACID, DI-2-PROPENYL ESTER",,cardiovascular blood
131-18-0,DI-N-PENTYL PHTHALATE,,"endocrine,reproductive"
131-52-2,SODIUM PENTACHLOROPHENATE,,cancer
131-57-7,(2-HYDROXY-4-METHOXYPHENYL)PHENYLMETHANONE,,"gastrointestinal liver,kidney"
1310-58-3,POTASSIUM HYDROXIDE,,skin sense
1310-61-8,Potassium bisulfite,,respiratory
1310-73-2,CAUSTIC SODA,,"respiratory,skin sense"
13108-52-6,"METHYL-2,3,5,6-TETRACHLORO-4-PYRIDYLSULPHON E",,"immunotoxicity,skin sense"
13121-70-5,TRICYCLOHEXYLTIN HYDROXIDE,developmental,"cardiovascular blood,gastrointestinal liver,neurotoxicity,skin sense"
1313-27-5,MOLYBDENUM TRIOXIDE,,"cancer,neurotoxicity,respiratory"
1313-99-1,NICKEL OXIDE,cancer,"cardiovascular blood,immunotoxicity,respiratory,skin sense"
13138-45-9,NICKELOUS NITRATE,cancer,
1314-06-3,NICKEL TRIOXIDE,cancer,"immunotoxicity,skin sense"
1314-12-1,Thallium oxide (Tl2O),,"cardiovascular blood,gastrointestinal liver,neurotoxicity"
1314-13-2,ZINC OXIDE,,"reproductive,respiratory"
1314-20-1,THORIUM DIOXIDE,cancer,gastrointestinal liver
1314-56-3,PHOSPHORUS PENTOXIDE,,"cardiovascular blood,respiratory"
1314-62-1,VANADIUM OXIDE (5),,"cancer,neurotoxicity,reproductive,respiratory,skin sense"
1314-80-3,PHOSPHORUS PENTASULFIDE,,"kidney,respiratory"
1314-84-7,ZINC PHOSPHIDE,,"gastrointestinal liver,neurotoxicity,respiratory"
1314-87-0,LEAD SULFIDE,"cancer,developmental,reproductive",
1317-35-7,MANGANESE TETROXIDE,,"neurotoxicity,reproductive,respiratory"
1317-36-8,LEAD(II) OXIDE,"cancer,developmental,reproductive",
1317-42-6,COBALT SULPHIDE,,"immunotoxicity,skin sense"
13171-21-6,PHOSPHAMIDON,,"cancer,gastrointestinal liver,neurotoxicity"
1319-77-3,CRESOL (MIXED ISOMERS),,"cardiovascular blood,neurotoxicity,respiratory,skin sense"
13194-48-4,ETHOPROP,cancer,neurotoxicity
132-27-4,"O-PHENYLPHENATE, SODIUM",cancer,gastrointestinal liver
132-32-1,3-AMINO-9-ETHYLCARBAZOLE MIXTURE,,"cancer,gastrointestinal liver"
1320-18-9,"2,4-D PROPYLENE GLYCOL BUTYL ETHER ESTER",,"gastrointestinal liver,kidney,neurotoxicity"
1321-64-8,PENTACHLORONAPHTHALENE,,"gastrointestinal liver,skin sense"
1321-65-9,TRICHLORONAPHTHALENE,,"gastrointestinal liver,skin sense"
1321-74-0,DIVINYL BENZENE,,neurotoxicity
13233-32-4,RADIUM-224,cancer,
13256-22-9,N-NITROSOSARCOSINE,cancer,
1327-53-3,ARSENIC OXIDE (3),"cancer,developmental","cardiovascular blood,gastrointestinal liver,kidney,musculoskeletal,neurotoxicity"
13292-46-1,RIFAMPICIN,"developmental,reproductive","cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
133-06-2,CAPTAN,cancer,"developmental,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,skin sense"
133-07-3,FOLPET,cancer,"developmental,immunotoxicity,skin sense"
133-90-4,CHLORAMBEN,,skin sense
1330-20-7,XYLENE (MIXED ISOMERS),,"cardiovascular blood,developmental,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,reproductive,respiratory,skin sense"
1330-43-4,NATRIUMTETRABORAT ANHYDRID,,neurotoxicity
1330-78-5,TRICRESYL PHOSPHATE,,"cardiovascular blood,gastrointestinal liver,neurotoxicity,reproductive"
1331-28-8,CHLOROETHENYLBENZENE,,neurotoxicity
13311-84-7,FLUTAMIDE,developmental,neurotoxicity
1332-21-4,ASBESTOS (FRIABLE),cancer,"immunotoxicity,respiratory"
1332-58-7,KAOLIN,,respiratory
13327-32-7,BERYLLIUM HYDROXIDE,cancer,"immunotoxicity,respiratory"
1333-74-0,HYDROGEN,,respiratory
1333-82-0,CHROMIUM TRIOXIDE,cancer,"immunotoxicity,kidney,respiratory,skin sense"
1333-86-4,CARBON BLACK,cancer,
1335-32-6,LEAD SUBACETATE,"cancer,developmental,reproductive",
1335-87-1,HEXACHLORONAPHTHALENE,,"gastrointestinal liver,skin sense"
1335-88-2,TETRACHLORONAPHTHALENE,,"gastrointestinal liver,skin sense"
13356-08-6,FENBUTATIN OXIDE,,developmental
1336-21-6,AMMONIUM HYDROXIDE,,respiratory
1336-36-3,POLYCHLORINATED BIPHENYLS,"cancer,developmental","endocrine,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,respiratory,skin sense"
1338-23-4,METHYL ETHYL KETONE PEROXIDE,,"gastrointestinal liver,respiratory,skin sense"
13397-24-5,GYPSUM; CALCIUM SULFATE DIHYDRATE,,"respiratory,skin sense"
134-20-3,2-(METHOXYCARBONYL)ANILINE,,neurotoxicity
134-29-2,O-ANISIDINE HYDROCHLORIDE,cancer,"kidney,neurotoxicity"
134-32-7,ALPHA-NAPHTHYLAMINE,cancer,cardiovascular blood
134-62-3,DEET,,"gastrointestinal liver,neurotoxicity,reproductive,respiratory,skin sense"
134098-61-6,FENPRYROXIMATE,,gastrointestinal liver
13410-01-0,SODIUM SELENATE (H2O4SE.2NA),,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory"
134190-37-7,DIETHYLDIISOCYANATOBENZENE,,respiratory
1344-28-1,ALUMINUM OXIDE (FIBROUS FORMS),,neurotoxicity
1344-48-5,MERCURIC SULFIDE,developmental,
1345-04-6,ANTIMONY-TRISULFIDE-,,"cardiovascular blood,gastrointestinal liver"
134523-03-8,ATORVASTATIN CALCIUM,,"cancer,developmental"
13463-39-3,NICKEL CARBONYL,"cancer,developmental","neurotoxicity,reproductive,respiratory,skin sense"
13463-40-6,IRON PENTACARBONYL,,"gastrointestinal liver,neurotoxicity,respiratory"
13463-41-7,"ZINC, BIS(1-HYDROXY-2(1H)-PYRIDINETHIONATO-O,S)-, (T-4)-",,"neurotoxicity,skin sense"
13463-67-7,TITANIUM DIOXIDE,,"cancer,reproductive"
13464-38-5,SODIUM ARSENATE,"cancer,developmental",
13494-80-9,TELLURIUM,,"neurotoxicity,reproductive"
